time,stage,rewire_side,rewire_phase,rewire_time_s,remaining_layers_before_rewire,parallel_rewire,adaptive_parallel_rewire,absorb_side,it_left,it_right,layers_left,layers_right,u_consumed_total_left,u_consumed_total_right,u_consumed_total,swap_consumed,u_consumed,u_consumed_after_unswap,probe_left_time_s,probe_right_time_s,probe_total_time_s,probe_wall_time_s,probe_left_total_elems,probe_right_total_elems,probe_left_max_bond,probe_right_max_bond,probe_left_hit_max_bond,probe_right_hit_max_bond,probe_left_over_unswap_threshold,probe_right_over_unswap_threshold,selected_total_elems,selected_max_bond,selected_hit_max_bond,compression_max_bond_limit,compression_cutoff,unswap_trigger_max_bond,cycle_start_total_elems,no_progress_unswap_cycles,absorb_score_mode,probe_left_score,probe_right_score,absorb_lookahead_depth,absorb_lookahead_depth_used,absorb_lookahead_candidates,absorb_lookahead_choice,absorb_lookahead_score,absorb_lookahead_time_s,max_bond,max_links,total_elems,total_shapes,total_links,num_tensors,iteration,side,parity,candidate_pairs,candidate_pairs_total,new_swaps,total_swaps,pair_lookahead_probes,pair_lookahead_candidates,pair_lookahead_current_score,pair_lookahead_best_score,alignment_score,route_proxy_weight,route_proxy_lookahead,route_proxy_rejected_swaps,route_proxy_added_swaps,alignment_weight,alignment_protect_gain,alignment_tie_loss,unswap_cycle,unswap_cycle_time_s,gates_consumed,total_work_gates,remaining_work_gates,cycle_gates_consumed,hit_max_bond,sabre_trials,adaptive_parallel_rewire_probed,cycle_work_consumed_before_rewire,route_candidates,route_score,route_score_time_s,route_chosen_seed,route_rewire_time_s,rewire_wall_time_s,termination_reason,termination_detail,abort_after_no_progress_unswap_cycles,initial_rewire_time_s,initial_rewire_wall_time_s,post_unswap_rewire_time_s,post_unswap_rewire_wall_time_s,absorb_probe_time_s,absorb_probe_wall_time_s,unswap_time_s,accounted_time_s,accounted_wall_time_s
1.0273223749827594,rewiring,left,initial,0.9162728751543909,1355,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.01009999983944,rewiring,right,initial,0.9826090410351753,1561,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0814037919044495,absorbing,,,,,,,L,1,0,1353,1559,0,0,0,11,0,0,0.03149720816873014,0.023612916935235262,0.0551101251039654,0.05552612501196563,224,512,1,4,False,False,False,False,224,1,False,512,0.0006,,224,0,total_elems,224,512,1,1,,,,0.0,1,4,224,334,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6715194999706,absorbing,,,,,,,R,1,1,1353,1559,0,0,0,12,0,0,0.02295708400197327,0.02106237504631281,0.04401945904828608,0.04445058316923678,520,512,4,4,False,False,False,False,512,4,False,512,0.0006,,224,0,total_elems,520,512,1,1,,,,0.0,4,4,512,406,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.718320082873106,absorbing,,,,,,,L,2,1,1353,1559,1,0,1,11,1,1,0.022457042010501027,0.022244415944442153,0.04470145795494318,0.04519512481056154,844,1168,4,4,False,False,False,False,844,4,False,512,0.0006,,224,0,total_elems,844,1168,1,1,,,,0.0,4,4,844,450,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7639897919725627,absorbing,,,,,,,R,2,2,1353,1559,1,1,2,10,1,2,0.021246790885925293,0.022259041899815202,0.043505832785740495,0.04407058306969702,1864,1456,16,4,False,False,False,False,1456,4,False,512,0.0006,,224,0,total_elems,1864,1456,1,1,,,,0.0,4,4,1456,504,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8095583328977227,absorbing,,,,,,,L,3,2,1353,1559,1,1,2,14,0,2,0.0225514171179384,0.021121082827448845,0.043672499945387244,0.0441037081182003,2464,2732,16,16,False,False,False,False,2464,16,False,512,0.0006,,224,0,total_elems,2464,2732,1,1,,,,0.0,16,4,2464,576,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8553395417984575,absorbing,,,,,,,R,3,3,1353,1559,1,1,2,13,0,2,0.02359079080633819,0.0203085420653224,0.04389933287166059,0.04436195897869766,5280,4316,16,16,False,False,False,False,4316,16,False,512,0.0006,,224,0,total_elems,5280,4316,1,1,,,,0.0,16,4,4316,700,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9010211669374257,absorbing,,,,,,,R,3,4,1353,1559,1,1,2,13,0,2,0.02301175007596612,0.020836957963183522,0.04384870803914964,0.044298124965280294,10116,9464,16,16,False,False,False,False,9464,16,False,512,0.0006,,224,0,total_elems,10116,9464,1,1,,,,0.0,16,4,9464,844,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.967225082917139,absorbing,,,,,,,R,3,5,1353,1559,1,1,2,13,0,2,0.027288833865895867,0.03700258396565914,0.06429141783155501,0.06476162490434945,26420,13496,64,16,False,False,False,False,13496,16,False,512,0.0006,,224,0,total_elems,26420,13496,1,1,,,,0.0,16,4,13496,988,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.018441207939759,absorbing,,,,,,,R,3,6,1353,1559,1,1,2,12,0,2,0.026859457837417722,0.022376874927431345,0.04923633276484907,0.049684000201523304,29108,17516,64,16,False,False,False,False,17516,16,False,512,0.0006,,224,0,total_elems,29108,17516,1,1,,,,0.0,16,4,17516,1102,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0727208747994155,absorbing,,,,,,,L,4,6,1353,1559,2,1,3,14,1,3,0.027816042071208358,0.024528125068172812,0.05234416713938117,0.05284799984656274,33200,36008,64,64,False,False,False,False,33200,64,False,512,0.0006,,224,0,total_elems,33200,36008,1,1,,,,0.0,64,4,33200,1360,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1407045419327915,absorbing,,,,,,,R,4,7,1353,1559,2,1,3,12,0,3,0.03696099994704127,0.0291079580783844,0.06606895802542567,0.06652179104276001,62508,50120,64,64,False,False,False,False,50120,64,False,512,0.0006,,224,0,total_elems,62508,50120,1,1,,,,0.0,64,4,50120,1666,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2251873328350484,absorbing,,,,,,,R,4,8,1353,1559,2,2,4,10,1,4,0.04632879118435085,0.03621154208667576,0.08254033327102661,0.08302079187706113,87492,85444,64,64,False,False,False,False,85444,64,False,512,0.0006,,224,0,total_elems,87492,85444,1,1,,,,0.0,64,4,85444,1968,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3567287498153746,absorbing,,,,,,,L,5,8,1353,1559,3,2,5,13,1,5,0.05914320796728134,0.07047549984417856,0.1296187078114599,0.13012270885519683,124352,225600,64,256,False,False,False,False,124352,64,False,512,0.0006,,224,0,total_elems,124352,225600,1,1,,,,0.0,64,4,124352,2254,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.539426041999832,absorbing,,,,,,,L,6,8,1353,1559,4,2,6,8,1,6,0.09241008292883635,0.08816649997606874,0.18057658290490508,0.18114445894025266,154672,271712,128,256,False,False,False,False,154672,128,False,512,0.0006,,224,0,total_elems,154672,271712,1,1,,,,0.0,128,4,154672,2488,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7723912918008864,absorbing,,,,,,,R,6,9,1353,1559,4,3,7,9,1,7,0.15559908305294812,0.07531200000084937,0.23091108305379748,0.23144141701050103,357472,230320,256,128,False,False,False,False,230320,128,False,512,0.0006,,224,0,total_elems,357472,230320,1,1,,,,0.0,128,4,230320,2992,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.119195082923397,absorbing,,,,,,,R,6,10,1353,1559,4,4,8,9,1,8,0.21229137503542006,0.13251350005157292,0.344804875086993,0.34531699982471764,451552,426400,256,256,False,False,False,False,426400,256,False,512,0.0006,,224,0,total_elems,451552,426400,1,1,,,,0.0,256,4,426400,3876,222,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
