raw	permuted
10110010010110111000001111011101001110101000010011111000	00101100111001100010100000001010011110101111010110110111
10110010011100111000001011011101001110101100010011011010	01101110111001100000100000001010011100101011010111110111
00111010011100111000001110011101011110101100010000101010	01101110011001110001100000001010001010100111000111110111
11110010001100111000000111011101001110101100010011011010	01101110111001100000101000001010011100101101010111110101
10110010011100110000000111011101001100101100010011111010	01101110111001000000100000001000011110101101010111110111
10110010011100111000000111011101001110101100010010011010	01101110011001100000100000001010011100101101010111110111
10111010011100111000000111011101001110101100010011111010	01101110111001110000100000001010011110101101010111110111
10110010011100111000000111011100001110101100010011011010	01101110111001100000100000001010011100101101010111100111
10110010011101110000000111010101001110101100010011011010	01100110111001000000110000001010011100101101010111110111
10110010111110111000000101011101001110101100011011011010	01101110111000100010100000011010011100101101110111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010011100011000000111011101001110101100010011111010	01101110110001100000100000001010011110101101010111110111
10110010011100011000000111011001001111101100010111011010	01101110110001100000100000101010011101101101010111110110
10111010011100111000000111011101001110101100010111111010	01101110111001110000100000101010011110101101010111110111
10110010011100111000000110011101001110100101010010111011	01101010011001100000100010001010101110101101010111110111
10110010011100111000000111001101001110101100010011111010	01101110111001100000000000001010011110101101010111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010011100111010000111011101001110101100010011011010	11101110111001100000100000001010011100101101010111110111
10110010011100111000000111011101001110111100010011011010	01101110111001100000100000001110011100101101010111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
11110010010100111000000111011100001110101100010011011010	01101110111001100000101000001010011100101101010110100111
10110010111100111000000111011101001110101110010010111010	01101111011001100000100000011010011110101101010111110111
10110010011100111000000111011101001110101100010010111010	01101110011001100000100000001010011110101101010111110111
10110010011100111000000111011101011110111100010001011010	01101110111001100001100000001110011100100101010111110111
10110010011100111000001111011101001100101100010011101010	01101110111001100000100000001000011010101111010111110111
10110010011100010000001111011101001110101100010001110010	01101110110001000000100000001010011110100110010111110111
10110010011110111000000111011101001110101000010011011010	00101110111001100010100000001010011100101101010111110111
10110010010100111000100111011101001110101100010011011010	01101110111001100000100000001011011100101101010110110111
10110010010100111000000111010101001110101100010011111000	01100100111001100000100000001010011110101101010110110111
10110011011100111000010111011101001110101100010011101010	01101110111101100000100100001010011010101101010111110111
10110010011100111100000111011101001110101100010010111010	01101110011001100000100001001010011110101101010111110111
10110010011100111000000111011101001110101100010011111110	01101110111001101000100000001010011110101101010111110111
10110010111100111000000111011101001110101000010011101010	00101110111001100000100000011010011010101101010111110111
10110000011100101000000111011101001110101100010011111010	01001110111001100000100000001010011110101101010111010111
10110010011110110000000111011101001110101100010011011010	01101110111001000010100000001010011100101101010111110111
10111010011100111000000111011101001110101100010000111010	01101110011001110000100000001010011110100101010111110111
10110010011100111000000111011101101110110101010011011010	01111010111001100000100010001110011100101101010111110111
11110110011100111001000111011101001110101100010010111010	01101110011011100000101000001010011110111101010111110111
10110010011100011000000111011001101110111100010111011010	01111110110001100000100000101110011100101101010111110110
10110010011100011000000111011111001110101100010011101010	01101110110001100000100000001010011010101101011111110111
11110010011100111000100111011101001110101100010010101010	01101110011001100000101000001011011010101101010111110111
10110010011100111000000111010101011110101100010011011010	01100110111001100001100000001010011100101101010111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010011100111100000111011101001110101100010011111010	01101110111001100000100001001010011110101101010111110111
10111010011100111000000111011101001110101100010011101010	01101110111001110000100000001010011010101101010111110111
11110010011100111000000111001101001110101110010011101010	01101111111001100000001000001010011010101101010111110111
10110010011100111000100111011100001110101100010010101010	01101110011001100000100000001011011010101101010111100111
10110010011100111000000111011101011110101100010011011010	01101110111001100001100000001010011100101101010111110111
10110010011101111000000111011101001110101100010011101110	01101110111001101000110000001010011010101101010111110111
10110011011100111000000111011101001010101100110011101010	01101110111001100000100100001010011010101101010111111011
10110010011100111000001111011101001110101100010010111010	01101110011001100000100000001010011110101111010111110111
10110010011100111000000111011101001110101100010011111010	01101110111001100000100000001010011110101101010111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010011100111000101011011101001010101100010011101010	01101110111001100000100000001011011010101011010111110011
10110010011110111000000111011100101110001100010011101010	01111110111001100010100000001010011010101101010101100111
10110010011100111100000111011101001110101100010011001010	01101110111001100000100001001010011000101101010111110111
10110010011100111000000111011101001100101100010011101010	01101110111001100000100000001000011010101101010111110111
10110010011100111100000110011101001110101100001011101010	01101110111001100000100001001010001010101101110011110111
10110010011100111001000111011101011110101101010010010010	01101110011001100001100010001010011100111100010111110111
10110010011100011000000111011101001110101101010011011010	01101110110001100000100010001010011100101101010111110111
10110110011100111000000111011101001110101100010011011010	01101110111011100000100000001010011100101101010111110111
10110010010100111001000111011101001110101100010011101010	01101110111001100000100000001010011010111101010110110111
10110010011100111000000111011101001110101100010011111010	01101110111001100000100000001010011110101101010111110111
10110010010100111000000111010101001110101100010011101010	01100110111001100000100000001010011010101101010110110111
10110010011000111000000111011101001110101100010011011010	01101110111001100000100000000010011100101101010111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010010100111000000111011101001110101100010011111010	01101110111001100000100000001010011110101101010110110111
10000010011100111001000111011101001110101100010011111010	01101110111001100000100000001010010110011101010111110111
10110010001100111000000111011101001100101100010001011010	01101110111001100000100000001000011100100101010111110101
10110010011100111000000011010101001110101000010011011110	00100110111001101000100000001010011100101001010111110111
10010010011100111000000111011101001110101100010010111011	01101110011001100000100000001010111110001101010111110111
10111010011010111000000111011101001110101110010011111010	01101111111001110010100000000010011110101101010111110111
10110010011100101000000111011100001110101100010111011010	01101110111001100000100000101010011100101101010111000111
10110010011100111010000101011001001100101100010011101010	11101110111000100000100000001000011010101101010111110110
10100010011100111000000111011101001110101100011011011010	01101110111001100000100000001010010100101101110111110111
10110110011100111000000111011101001110101100010011011010	01101110111011100000100000001010011100101101010111110111
10111010011100111000000011011101001110111100010011101010	01101110111001110000100000001110011010101001010111110111
11110010011100111000010111001101001110101100010010101010	01101110011101100000001000001010011010101101010111110111
10110010011100111010000111001101001110001100010011101010	11101110111001100000000000001010011010101101010101110111
10110010011100101000000111011101011110101100010011101110	01101110111001101001100000001010011010101101010111010111
10110010011100111000000111011111001110101100010011011010	01101110111001100000100000001010011100101101011111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010011100111000000111011101001110101100010010101010	01101110011001100000100000001010011010101101010111110111
10110010111100101000000111011100001110101100010011011010	01101110111001100000100000011010011100101101010111000111
10110010011100111000000111011101001110101100010010111010	01101110011001100000100000001010011110101101010111110111
10110010011100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110111
10110010011100111000000111011101001110101100010011111010	01101110111001100000100000001010011110101101010111110111
10110010011100111000000111011101001111101100010011101010	01101110111001100000100000001010011011101101010111110111
10110010001100111000000111011101001110101100010011011010	01101110111001100000100000001010011100101101010111110101
10110010011100111000000111011101001110101100010011111010	01101110111001100000100000001010011110101101010111110111
10110010011100111000000111011101001110101101010011011010	01101110111001100000100010001010011100101101010111110111
10010010011100111000000011011101001110101100010011011010	01101110111001100000100000001010011100001001010111110111
10110010011100110000000111011101001110101100010011011010	01101110111001000000100000001010011100101101010111110111
10110010011100111100000111011101001110101100010010111000	01101100011001100000100001001010011110101101010111110111
10110010010100111000000101011101001110101100011011101010	01101110111000100000100000001010011010101101110110110111
10110010011100111010000111011101001110101100000011111010	11101110111001100000100000001010011110101101010011110111
