raw	permuted
10011111101001100000100100001110010011010111010110111011	11101110111001100000100000001010011100101101010111110111
10011011101001100000100101001110010011010111110110111011	01101110111001100000100010001010011100101101010111111111
10011011101001100000100100001110010011010111010110111010	01101110111001100000100000000010011100101101010111110111
10011010101001110000000100001110010011010111010110101001	00101110111001100000100000011010011100101101000110010111
10011011101001100000100100001110010011010111010100111011	01101110111001100000000000001010011100101101010111110111
10011011101001100000100100001110010011010111010010111011	01101110111001100000100000001010011100101101010111100111
00011011001001100100100100000110010011010111010110111011	01101010111001100000100000101010011000101101010111110110
10011011101001100000100100000110010011010111010110111011	01101110111001100000100000001010011100101101010111110110
10011011101001100000100100001110010001010111010110111111	01101110111001100000100000001010011101001101010111110111
10011001101001100000100100001110010011010111010110111011	01101110111001000000100000001010011100101101010111110111
10011011101001100000101100001110010011000111010110111011	01101110111001100000100000001010111100101101010111110011
11011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011110101101010111110111
10011011101011100000100100000110010011010111010110111011	01101110111001100000110000001010011100101101010111110110
10011011101001100010100100011110010011010111010110111011	01101110111001100010100000001010011100101101110111110111
10011011101001100000110100011110010011010111010111111011	01101110111001100110101000001010011100101101010111110111
10011011101001100010100110011110010011010111000110111011	01101111111001100010100000001010001100101101110111110111
10011011101001000000100100001110010011010111010110101011	00101110111001100000100000001010011100101101010111110101
10011011101001100000100100001110010010010111010110111011	01101110111001100000100000001010010100101101010111110111
10011011101001100000110110001110010011010111010110111011	01101111111001100000101000001010011100101101010111110111
10101011101001100000100100001110010011010111010110111011	01101110011001100000100000001010011100111101010111110111
10011011101001100000100100001110010011010111110110111011	01101110111001100000100000001010011100101101010111111111
10011011001001100000100100001110010011010111010110111111	01101010111001100000100000001010011101101101010111110111
10011011101001100100100100001110010011010111010110111011	01101110111001100000100000101010011100101101010111110111
10011001101001100000100100001110010001010111010110110000	01101110111001000000100000000000011100001101010110110111
10011011111001100000000100001110010010010111010100111011	01101110111001100000000000001110010100101101000111110111
10011011101001100000100100001110010011010111010110011011	01101110111001100000100000001010011100101101010101110111
10011011101001100000100100001110010011010111000110111011	01101110111001100000100000001010001100101101010111110111
10011010101001100000100100001111011011010111010110111011	01101110111101101000100000001010011100101101010111010111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100000001110010011011011010110111011	01101100111001100000100000001010011100101011010111110111
10111011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100111101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010101010110011011	01101110111000100000100000001010011100101101010101110111
10011111101001100000100110001110010001010111000010011001	11101111111001100000100000001010001100001101010100100111
10011011101001100000101100001110010001010111010110111011	01101110111001100000100000001010111100001101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011000111011110111001	01101110111001100000100000001010011100101101011110110011
10001011101001100000100100001110010011010101000100111011	01101110011000100000000000001010001100101101010111110111
10011111101001100000100100101010010011010111010110111011	11100110111001100000100100001010011100101101010111110111
10011011101001100000100100011110010011010111010110111011	01101110111001100010100000001010011100101101010111110111
10011011100001110000100100001110010011010111010110111011	01101110101001100000100000011010011100101101010111110111
10011010100001100000100100001110010111010111010110011011	01101110101001100000100000001011011100101101010101010111
10011011101001100000100110001110010011010111010110111011	01101111111001100000100000001010011100101101010111110111
10111011101001100000101100001110010011010111010100111111	01101110111001100000000000001010111101111101010111110111
10011011101001100000100100001110010010010011010110101011	00101110111001100000100000001010010100101001010111110111
10011011011010100000100100001110010011011111010110111011	01001010111001100000110000001110011100101111010111110111
10011011101001100000100100001111010111010111010110111011	01101110111001101000100000001011011100101101010111110111
00011011101000100000000110001110010011010111011110110011	01001111111001100000100000001000011000101101001111110111
10010011101001100000100100001110010010010111010110111111	01101110111001100000100000001010010101100101010111110111
10011011101001100000100100001110010001010110010100111011	01101110111001100000000000001010011100001101010011110111
11011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011110101101010111110111
10011010001001110000100100001110010011010111010110111011	01101010111001100000100000011010011100101101010111010111
10011011101000100100110100001110010011000111010110111011	01001110111001100000101000101010011100101101010111110011
10011011101101100000100000001110010011010111010110111011	01101100111001100001100000001010011100101101010111110111
10011011101011110000100100001110010011000111010110111011	01101110111001100000110000011010011100101101010111110011
10011011101001100000100100001010010011010111010111111011	01100110111001100100100000001010011100101101010111110111
10011011101001101100100100001110010011010111010110111011	01101110111001110000100000101010011100101101010111110111
10011011101101100000100100001110010011010111010110111011	01101110111001100001100000001010011100101101010111110111
11011011101011100000100100001110010011010111010110111011	01101110111001100000110000001010011110101101010111110111
10011011101001100000110100001110010011010111010110111011	01101110111001100000101000001010011100101101010111110111
10011011101001100000100100001110010010010111010110111010	01101110111001100000100000000010010100101101010111110111
10011001101001100000100110001110010011010111010110111011	01101111111001000000100000001010011100101101010111110111
00011011111001100000100100001110010001010111010110111011	01101110111001100000100000001110011000001101010111110111
10011011101001100000100100001110010011110111010110111011	01111110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010111000110111011	01101110111001100000100000001010001100101101010111110111
10011011101001100000000100001110010011110111010110111011	01111110111001100000100000001010011100101101000111110111
10011010101001000000100101001110010011010111010110111011	01101110111001100000100010001010011100101101010111010101
10011010101001100000100100001110010011010111010111111011	01101110111001100100100000001010011100101101010111010111
10011011101001100000000100101110010011010111010010111011	01101110111001100000100100001010011100101101000111100111
00011011101001100000100100001110010011010111010110011011	01101110111001100000100000001010011000101101010101110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010111010110111001	01101110111001100000100000001010011100101101010110110111
00011001101001100000100100001110010010010111000110111011	01101110111001000000100000001010000000101101010111110111
10011011101000100000100000101110010001010111010110101011	00001100111001100000100100001010011100001101010111110111
10011011101001100000100100000110010011011111010110111011	01101110111001100000100000001010011100101111010111110110
10011011101001100010100100001110010011010111010110110011	01101110111001100000100000001000011100101101110111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011011111010110101111	00101110111001100000100000001010011101101111010111110111
10011011101001100000100100001110010011000111010110111111	01101110111001100000100000001010011101101101010111110011
10011011101001100000100100100111010010110111010110111011	01111110111001101000100100001010010100101101010111110110
10011011101000100000100100001110010011010111010110111011	01001110111001100000100000001010011100101101010111110111
10011011001001100000100100001110010011010111010110111011	01101010111001100000100000001010011100101101010111110111
10011011001001100000100100001110010011010101010110111011	01101010111000100000100000001010011100101101010111110111
10111001101001100000100100001110010011010101010110111011	01101110111000000000100000001010011100111101010111110111
11011011101101100000100100001110010011010111010110111011	01101110111001100001100000001010011110101101010111110111
10011011101001000010101100001110010011110111010111111010	01111110111001100100100000000010111100101101110111110101
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001111010011010111010110111011	01101110111001101000100000001010011100101101010111110111
10011011101001100000100100001110010001010111101110111011	01101110111001100000100000001010001100001101011111111111
10001011101001100000100100001111010011010111010111111011	01101110011001101100100000001010011100101101010111110111
10010011101001100000100100001111010011011111010110111011	01101110111001101000100000001010011100100111010111110111
10011010101001100000100100001110010011010111110110111011	01101110111001100000100000001010011100101101010111011111
10111011101001000000100100001110010011010111010110111011	01101110111001100000100000001010011100111101010111110101
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10001011101001110000100100001110010010010111010110111011	01101110011001100000100000011010010100101101010111110111
10011011101001100000100100101111010011011110010110110011	01101110111001101000100100001000011100101111010011110111
10111011101101100000100100001110010011110011010110111011	01111110111001100001100000001010011100111001010111110111
10011011101101100000100100101110010011010111010110111011	01101110111001100001100100001010011100101101010111110111
00011011101001100000100100001110010011010111010110111010	01101110111001100000100000000010011000101101010111110111
10011011100001110000100100001110011011010110010110110011	01101110101101100000100000011000011100101101010011110111
10011011101001100000100110001110010011010111010110110011	01101111111001100000100000001000011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001110000100100011110010011010111010110111011	01101110111001100010100000011010011100101101010111110111
10011111101001100000100100001110010011010111010110111011	11101110111001100000100000001010011100101101010111110111
10011011101001100000100100001010010011010111010110111011	01100110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10010011101000100000000100001110010010010111110110111011	01001110111001100000100000001010010100100101000111111111
10011011101001100000100100001111010011010111010110111010	01101110111001101000100000000010011100101101010111110111
10011011101001100000100100001110010011010111010110111010	01101110111001100000100000000010011100101101010111110111
10011001101001100000100100001110010011010111010110111011	01101110111001000000100000001010011100101101010111110111
10011011101001100000101100001110010011000111010100111111	01101110111001100000000000001010111101101101010111110011
10011011101001100000100100001110110011010111010110111011	01101110111011100000100000001010011100101101010111110111
10011011101001100000100110001110010011010111010110111011	01101111111001100000100000001010011100101101010111110111
10001001101001100010100100001110110011010111010110111011	01101110011011000000100000001010011100101101110111110111
10011011101101100010101100001111010011010111010110111011	01101110111001101001100000001010111100101101110111110111
00011011101000100000100100001111010001010111010110111011	01001110111001101000100000001010011000001101010111110111
10011011101000100000100110001110010011010111010110111011	01001111111001100000100000001010011100101101010111110111
10011011101001100000100010001110010011010111010110111011	01101101111001100000100000001010011100101101010111110111
10011011101001000000101100011110110011010111010110111011	01101110111011100010100000001010111100101101010111110101
10011011101001100000110100001110010011010111010110111011	01101110111001100000101000001010011100101101010111110111
10011011110000100000100100001010010011010111010111111011	01000110101001100100100000001110011100101101010111110111
11011011101001100000100100001110010011000111010110111001	01101110111001100000100000001010011110101101010110110011
10011111101001100000100100001110010011010111010110111011	11101110111001100000100000001010011100101101010111110111
10011011101000100000100100001110010011010111010110111011	01001110111001100000100000001010011100101101010111110111
10011011111001100011100100001110010011010111010110111011	01101110111001100000100001001110011100101101110111110111
10011011101001100000100100011110010011010111010110011011	01101110111001100010100000001010011100101101010101110111
10011011101001100000100100001110010011010111110110111011	01101110111001100000100000001010011100101101010111111111
10011011101001100010100100001110010010010110010110111011	01101110111001100000100000001010010100101101110011110111
10010011101001100000100100001110011011010111000110111001	01101110111101100000100000001010001100100101010110110111
10011111101001100100100100001110010011010111010110111111	11101110111001100000100000101010011101101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101011100000100100001110010011010111010110111011	01101110111001100000110000001010011100101101010111110111
10011001101001100000100101101110010011010111010110111011	01101110111001000000100110001010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101000100000100100001110011011010111010110111011	01001110111101100000100000001010011100101101010111110111
10011011101001100000100101001110011011010111010100111010	01101110111101100000000010000010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001000000101100001110010011010111010100111011	01101110111001100000000000001010111100101101010111110101
10011011101001100100100100001110010011010111000110111011	01101110111001100000100000101010001100101101010111110111
10001011101001110000100100001110010010010111010110111011	01101110011001100000100000011010010100101101010111110111
10011011101001100000100100001110011011010111011110111011	01101110111101100000100000001010011100101101011111110111
10011011101001100000100100001110010011010101010110111011	01101110111000100000100000001010011100101101010111110111
10011011001001100000100100011110010011010111010111111011	01101010111001100110100000001010011100101101010111110111
00001011101001100000100100011111010011010111010110111011	01101110011001101010100000001010011000101101010111110111
10011011101001100000110100000110110011010101010110101001	00101110111010100000101000001010011100101101010110110110
10011011101001100100100100001110000011010111010111111011	01101110110001100100100000101010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101000100000100100001110010011010101000110111111	01001110111000100000100000001010001101101101010111110111
10010011101001100000100100001110010011010111010111111011	01101110111001100100100000001010011100100101010111110111
10011011101001101000100101001110010011110111010110111011	01111110111001110000100010001010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000000100001110010011110111010110111011	01111110111001100000100000001010011100101101000111110111
10011011101001101000100100001110010010011111010110111011	01101110111001110000100000001010010100101111010111110111
10011011101001100000100100001110010011110111010110111011	01111110111001100000100000001010011100101101010111110111
10001011101001100000100100001010010011010111010110111011	01100110011001100000100000001010011100101101010111110111
10011010101000000000100101001100010011010111010110111011	01001110111001100000100010001010011100101100010111010101
10011011101001101000100100001110010011010111010110111011	01101110111001110000100000001010011100101101010111110111
10011011101001100000100100101110010011010111010110111011	01101110111001100000100100001010011100101101010111110111
11010011101001100000100100001110010011010111110110111011	01101110111001100000100000001010011110100101010111111111
10011011101001100000100100001110010011010011010110111011	01101110111001100000100000001010011100101001010111110111
10011011101001100010100100001110010011010111010110111011	01101110111001100000100000001010011100101101110111110111
10011011101001110000100100001110010011110111011110101011	00111110111001100000100000011010011100101101011111110111
10011011101001100000100100001110010011010111010110111110	01101110111001100000100000000010011101101101010111110111
10011011101001100000100100001110010011010111010110101011	00101110111001100000100000001010011100101101010111110111
10011001101001110000100100001010110001010111010110111011	01100110111011000000100000011010011100001101010111110111
10011011101001100000100101001100010011010111010100101011	00101110111001100000000010001010011100101100010111110111
10011011101001100000100110001110010011010111111110111011	01101111111001100000100000001010011100101101011111111111
10011001101101100000100100001111010011010111010110111011	01101110111001001001100000001010011100101101010111110111
10011011101001100000100100001110010011010101010110111011	01101110111000100000100000001010011100101101010111110111
10011011101001100000101100001110010011010111010110111011	01101110111001100000100000001010111100101101010111110111
10011011101001100001100101001110110011010111000110111011	01101110111011100000100011001010001100101101010111110111
10001011101011100000100100001110010011010111010110111011	01101110011001100000110000001010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011001101000100000100100001110010011010111010110111011	01001110111001000000100000001010011100101101010111110111
11011011101001100000100100001110010010010111010110111011	01101110111001100000100000001010010110101101010111110111
10001011101001100100100100001110010011010011010110111011	01101110011001100000100000101010011100101001010111110111
10011011101001100000100100001110010111010110010110111011	01101110111001100000100000001011011100101101010011110111
10011011101001100000101100001110010011010111010110111011	01101110111001100000100000001010111100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011111001101000000100001110010011010111010110110011	01101110111001110000100000001100011100101101000111110111
10011011101001100100100100001110010011010111010110110011	01101110111001100000100000101000011100101101010111110111
10011011001001100000100100001110010011010111010110111011	01101010111001100000100000001010011100101101010111110111
10001011101001100000100100001110010011010111010110111011	01101110011001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010111010110101111	00101110111001100000100000001010011101101101010111110111
10011111101001000000100100001100010011100111010110111011	11111110111001100000100000001010011100101100010111110001
10011011101001100000100100001110010011010101010010111011	01101110111000100000100000001010011100101101010111100111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010111010110111111	01101110111001100000100000001010011101101101010111110111
10111011101001100000100100001010010011010111010110111011	01100110111001100000100000001010011100111101010111110111
10011010101001100000101100001110010011010111010110111011	01101110111001100000100000001010111100101101010111010111
10011011100001100000100100001110010011010111010110111011	01101110101001100000100000001010011100101101010111110111
10001011101001100000100100001110010011010111010110111011	01101110011001100000100000001010011100101101010111110111
10011011111001110000100100001110010011010111110010111011	01101110111001100000100000011110011100101101010111101111
10011011101101100100100100001110010011010110010110111011	01101110111001100001100000101010011100101101010011110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10111111101001100000110100001110010011010111010110111011	11101110111001100000101000001010011100111101010111110111
10011011111001100000100100001110010011010111010110111011	01101110111001100000100000001110011100101101010111110111
10011011101001101000100100001110010011010101010110111011	01101110111000110000100000001010011100101101010111110111
10011011101001100100100000101110010011010111010110111011	01101100111001100000100100101010011100101101010111110111
11010011111001100000100100001111010011010111010111111001	01101110111001101100100000001110011110100101010110110111
10011010101000100000100100001110010011011111010110111011	01001110111001100000100000001010011100101111010111010111
10011010101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111010111
10011011101001100000100110001110010011010111010110110011	01101111111001100000100000001000011100101101010111110111
10011111101001100000100100001110010011010111000110111011	11101110111001100000100000001010001100101101010111110111
10001011101001100000100101001110010011010111010110111011	01101110011001100000100010001010011100101101010111110111
10011011101001000001110100001110110011010111010110111011	01101110111011100000101001001010011100101101010111110101
00011011101001100000100100001110010111010111010110111011	01101110111001100000100000001011011000101101010111110111
10011011101101100000100100001110010011010111010110111011	01101110111001100001100000001010011100101101010111110111
10011011101001100000101100001010010011010111010110111011	01100110111001100000100000001010111100101101010111110111
10010011101001101000100100001110110011010111110110111011	01101110111011110000100000001010011100100101010111111111
10011011101001100000100100101110010010010111010110111011	01101110111001100000100100001010010100101101010111110111
10011011101001100000100100001110010011010111010110111010	01101110111001100000100000000010011100101101010111110111
10001011101001100100100100001111010010010111011110101011	00101110011001101000100000101010010100101101011111110111
10011101101001100000100100001110010011010111010110111011	11101110111001000000100000001010011100101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10001011101001100001100100101110010011010111010110111011	01101110011001100000100101001010011100101101010111110111
11011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011110101101010111110111
10011111101001100000100101001110010011010111010110111011	11101110111001100000100010001010011100101101010111110111
11011011101001110000100100001110010011010111010110111011	01101110111001100000100000011010011110101101010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
11011011101001100100100100011110010011010111010110111011	01101110111001100010100000101010011110101101010111110111
10011011101001100000100100001110010011010110010110111011	01101110111001100000100000001010011100101101010011110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101011100000100100001110010011010111010110111011	01101110111001100000110000001010011100101101010111110111
10011011101001100000100100001110010011010110010110111011	01101110111001100000100000001010011100101101010011110111
10011011101001100000100100001110010011011111010110101011	00101110111001100000100000001010011100101111010111110111
10011011101001100000100100001010010011010111110110111011	01100110111001100000100000001010011100101101010111111111
10011011101001100000101100001110010011010111010110111011	01101110111001100000100000001010111100101101010111110111
10011011111001100000100100001110010111010111110110111011	01101110111001100000100000001111011100101101010111111111
10011111101011100000100101001110010011010011010100111011	11101110111001100000010010001010011100101001010111110111
10011011101001100000100100001110010011010111010110111011	01101110111001100000100000001010011100101101010111110111
10011011101001100000100100001110010011010111010110111010	01101110111001100000100000000010011100101101010111110111
10011011101001100000100100001110010010010111010110111011	01101110111001100000100000001010010100101101010111110111
10011011101001100000100110001110010011010111010111111011	01101111111001100100100000001010011100101101010111110111
00011011101001100000000100001110010011010111011110111011	01101110111001100000100000001010011000101101001111110111
10011011101001100000000100001110010011000111010110111011	01101110111001100000100000001010011100101101000111110011
10011111101001100000100100001110010011010111010110111011	11101110111001100000100000001010011100101101010111110111
10011011101001100100100101001110010011010111010010111011	01101110111001100000100010101010011100101101010111100111
10011011101101100000000100001110110011010111010110011011	01101110111011100001100000001010011100101101000101110111
10011011101001100000100100000110010011010111010110011011	01101110111001100000100000001010011100101101010101110110
10011011101001100000100110011110010011010111010110111011	01101111111001100010100000001010011100101101010111110111
10011011101001100000100100001110010001010111010110111011	01101110111001100000100000001010011100001101010111110111
10011011101001100000100100001110010011010111010110111010	01101110111001100000100000000010011100101101010111110111
11011011101001100000100100001110010011000111000110111011	01101110111001100000100000001010001110101101010111110011
11011011101101000000100100001110010001011111010110101011	00101110111001100001100000001010011110001111010111110101
10011011101001100110100100111110010011010111010110101011	00101110111001100010100100101010011100101101110111110111
10001111101001110001100100001110010011011110010110111011	11101110011001100000100001011010011100101111010011110111
10011011101001100000100100001110000011010111010110111011	01101110110001100000100000001010011100101101010111110111
10011011101001100000100100001110010111010001000110110011	01101110111000100000100000001001001100101001010111110111
10111011101001100000100100001110010011000111010110111011	01101110111001100000100000001010011100111101010111110011
10011011001001100000000100001010010011010111010110111011	01100010111001100000100000001010011100101101000111110111
10011011101001100000100100001110010011010111010010111011	01101110111001100000100000001010011100101101010111100111
10011011100001100000100100001110010011110011010110111011	01111110101001100000100000001010011100101001010111110111
